,UPC
4773,0716736149516
4774,0768686228773
4775,0889169306273
4776,0648478795754
4777,0648478795761
4778,0887361000876
4779,3607682462316
4780,3607682462330
4781,3607682462354
4782,0192825479366
4783,0192825479465
4784,0192825479564
4785,0192825479663
4786,0192824422974
4787,0192824423049
4788,0192824423186
4789,0888392276445
4790,0888392320742
4791,0842852196360
4792,0842852196353
4793,0687040017771
4794,0687040017764
4795,0687040017757
4796,0886745838326
4797,0843990044568
4798,0817866017598
4799,0817866017642
4800,0817866017659
4801,0817866017611
4802,0886895405775
4803,0887850842970
4804,0886888753975
4805,0190450678468
4806,0888392428363
4807,9329295419993
4808,0886745611233
4809,0661787868612
4810,0661787868650
4811,0661787868629
4812,0191972276408
4813,0191972276415
4814,0191972303142
4815,0191972303159
4816,0634741797594
4817,0193128098209
4818,0193128098216
4819,0193128098223
4820,0193128098230
4821,0193128098247
4822,0193128098261
4823,0888341682822
4824,0888341682839
4825,0888341682846
4826,0888341682853
4827,0888392261434
4828,0888392261403
4829,0888392261427
4830,0842357122048
4831,0842357122192
4832,0080757039614
4833,0076484179945
4834,7640178034839
4835,7640178034853
4836,0886745827764
4837,0886745827986
4838,0886745827979
4839,0886745827504
4840,0886745825548
4841,0886745825456
4842,0886745826965
4843,0886745827108
4844,0888392423863
4845,0888392423894
4846,0888392447241
4847,0888392423887
4848,0888392423870
4849,0828422072654
4850,0828422072647
4851,0828422072685
4852,0192827012011
4853,0192827012127
4854,0192827012196
4855,0192827012240
4856,0192827012301
4857,0192827012417
4858,0842852196773
4859,0842852196780
4860,0192825017759
4861,0192825017957
4862,0715757406011
4863,4028173030088
4864,0190450263541
4865,0886608673088
4866,0886608673095
4867,0886608673101
4868,0886608673118
4869,0191972283239
4870,0191972283253
4871,0191972283246
4872,0191972305191
4873,0828570018603
4874,0888259726342
4875,0888259740911
4876,0888259812984
4877,0888259812991
4878,0888259813011
4879,3607682432029
4880,3607682432043
4881,3607682432067
4882,0886745750963
4883,0886745750987
4884,0886745750871
4885,0887232570453
4886,0888392405463
4887,0886895307413
4888,0886895307413
4889,0886895310260
4890,0886895310260
4891,0634741731963
4892,0634741800003
4893,0888392326492
4894,0769557870503
4895,0886608774051
4896,0886608774068
4897,0886608774112
4898,0886608774129
4899,0886608774136
4900,0822369407043
4901,0822369407050
4902,0822369407067
4903,0822369407074
4904,0822369407081
4905,0888259854267
4906,3607682876649
4907,3607682876663
4908,3607682876687
4909,0610934176216
4910,0610934216912
4911,0610934213331
4912,0610934089318
4913,0610934177534
4914,0716736169026
4915,0716736169033
4916,0716736169040
4917,0762753424082
4918,0762753424143
4919,0716736168999
4920,0716736157467
4921,0716736157474
4922,0886888753869
4923,9329295181319
4924,0076484792861
4925,7640175139322
4926,0810007331560
4927,0810007331553
4928,0810007331621
4929,0810007331591
4930,0810007331584
4931,0810007331522
4932,0810007331515
4933,0810007331546
4934,0194114439075
4935,0194114439679
4936,0194114440187
4937,0194114440385
4938,0768686139888
4939,0768686139895
4940,0768686139925
4941,0768686221958
4942,0768686222016
4943,0768686221972
4944,0768686221989
4945,0768686221927
4946,0768686222030
4947,0768686222047
4948,0889645763033
4949,0889645763040
4950,0889645763057
4951,0889645763064
4952,0889645763071
4953,0889645763095
4954,0889645763118
4955,0661787868483
4956,0661787865604
4957,0817866013958
4958,0661787865611
4959,0661787868520
4960,0661787868575
4961,0661787865659
4962,0661787868605
4963,0765857243283
4964,0780292584159
4965,0085955137148
4966,0716736099293
4967,0886895312158
4968,0764824018381
4969,0764824015076
4970,0765857242316
4971,0700285466675
4972,0888392143662
4973,0888259813677
4974,0821301198971
4975,0821301198216
4976,0821301198223
4977,0748610381026
4978,0842852198715
4979,0842852198722
4980,0886745550020
4981,0886745550037
4982,0886745550044
4983,0886745550051
4984,7640183585128
4985,7640183585135
4986,0610934243314
4987,0768686229077
4988,0768686219887
4989,0768686219894
4990,0768686219917
4991,0609408946189
4992,0609408946196
4993,0609408986314
4994,0610934246445
4995,0610934246452
4996,0888392297136
4997,0716736185255
4998,0847678124931
4999,0847678124948
5000,0847678124955
5001,0768686652899
5002,0768686053405
5003,0768686220852
5004,0768686220760
5005,0768686220777
5006,0768686139697
5007,0768686139703
5008,0768686220814
5009,0768686220807
5010,0768686220753
5011,0768686220746
5012,0768686220791
5013,0768686220784
5014,0768686220821
5015,0768686220838
5016,0888392374721
5017,0765857241494
5018,0780392037838
5019,0679370536886
5020,0889588797201
5021,0889588799236
5022,0193128080273
5023,0193128080280
5024,0193128080297
5025,0193128080303
5026,0193128080310
5027,0193128080327
5028,0193128080334
5029,0793597780218
5030,0793597777577
5031,0610934224696
5032,0610934224702
5033,0886608357230
5034,0886608357247
5035,0886608357254
5036,0886745771197
5037,0716736142999
5038,0628306314715
5039,0700285942414
5040,0191972295409
5041,0679894067507
5042,0679894067521
5043,0679894067545
5044,0888392443854
5045,0192499033253
5046,0001200000333
5047,8719638714839
5048,8719638719094
5049,0871818238557
5050,0610934980752
5051,0610934980769
5052,0610934980776
5053,0610934980783
5054,0716736142968
5055,9329295419870
5056,0191972168703
5057,0191972168710
5058,0191972168727
5059,0192636037069
5060,0192636037007
5061,0192636037014
5062,0192636037021
5063,0192636037038
5064,7325540917742
5065,7325540917704
5066,0716736249063
5067,0716736249056
5068,0192636068858
5069,0889623787365
5070,0889623787419
5071,0192820057897
5072,0054065684156
5073,0847678134930
5074,0847678134961
5075,0847678134947
5076,0847678134954
5077,0847678135005
5078,0847678135012
5079,0886608840909
5080,0886608840923
5081,0716736168753
5082,0886745601432
5083,0748610380043
5084,0842852176959
5085,0889645658469
5086,0889645658476
5087,0889645658483
5088,0889645658490
5089,0889645658506
5090,0821301185599
5091,0821301185605
5092,0821301185612
5093,0888423586567
5094,0703861000102
5095,0703861001017
5096,0735781014624
5097,0782922076676
5098,0782922076652
5099,0888392444073
5100,0888392338594
5101,0634741776919
5102,0729998311102
5103,0687040015104
5104,0888392405753
5105,0190450577129
5106,0190450577112
5107,0190450577136
5108,0841227131326
5109,3607682441205
5110,3607682441199
5111,0716736148502
5112,0793597777799
5113,0793597777508
5114,0810497021651
5115,0190645525133
5116,0886745770404
5117,0716736185972
5118,0193573040402
5119,0193573040419
5120,0716736158716
5121,0716736158624
5122,0716736158594
5123,0716736158655
5124,0821299027451
5125,0887445149675
5126,0887445147329
5127,0887445147336
5128,0887445147343
5129,0190450620443
5130,0190450574395
5131,0886745826354
5132,0886745827498
5133,0886745825579
5134,0886745826927
5135,0886745826361
5136,0886745826095
5137,0886745827948
5138,0888392180872
5139,0888392180964
5140,0888392180919
5141,0888392409355
5142,0888392180926
5143,0888392180933
5144,0888392180957
5145,0886745825166
5146,0886745825258
5147,0886745823360
5148,0886745825081
5149,0793597777522
5150,0793597777539
5151,0190450576030
5152,0190450576054
5153,0190450576047
5154,0190450576023
5155,0616438775450
5156,8719638714860
5157,8719638714877
5158,9120028580016
5159,0888392332523
5160,0191932789344
5161,0190450291636
5162,0190450291667
5163,0192636067936
5164,0048323579575
5165,0048323579599
5166,0888392336491
5167,0889262898200
5168,0889262898248
5169,0889262897487
5170,0889262897524
5171,0889262897562
5172,0889262897609
5173,0889262897647
5174,0886608663171
5175,0886608663188
5176,0886608663195
5177,0886608902553
5178,0886608902577
5179,0886745799269
5180,4028173086832
5181,4028173086849
5182,4028173086856
5183,4028173086863
5184,4028173086870
5185,0889623391654
5186,0821301187838
5187,0821301187845
5188,0821301187852
5189,0886745831143
5190,0886745832270
5191,0886745831747
5192,0886745831877
5193,0886745831716
5194,0886608353409
5195,0715757413828
5196,0886608624851
5197,0886608624868
5198,0886608624882
5199,0886608624967
5200,0886608624974
5201,0886608798835
5202,0886608798842
5203,0886608798859
5204,0821301202708
5205,0821301202715
5206,0821301202722
5207,0090897274110
5208,0090897274219
5209,0090897288056
5210,0768686228346
5211,0884805079047
5212,0884805078590
5213,0884805078606
5214,0884805078910
5215,0764824015175
5216,0048323134538
5217,0048323134545
5218,0048323134552
5219,0191972311017
5220,0716736185989
5221,0821301186275
5222,0821301186282
5223,0821301186299
5224,3607682877691
5225,3607682877714
5226,3607682877738
5227,0610934318302
5228,0610934318289
5229,0610934318296
5230,0748610302519
5231,0748610302533
5232,0748610302540
5233,0748610302526
5234,0748610302502
5235,0886895313438
5236,0762753741950
5237,0603731005933
5238,0603731005735
5239,0603731005681
5240,0603731005728
5241,0603731005964
5242,3607682137290
5243,3607682013518
5244,0768686220371
5245,0768686153235
5246,0768686220302
5247,0768686220319
5248,0768686220333
5249,0768686220340
5250,0768686220357
5251,0768686153259
5252,0888392410115
5253,0190450678857
5254,0888259813530
5255,0888259813547
5256,0091501006004
5257,0886745822646
5258,0886745824565
5259,0886745824169
5260,0886745823735
5261,0886745824275
5262,0886745824237
5263,0886745825067
5264,0886745824015
5265,0886745823612
5266,0886745825050
5267,0886745822837
5268,0886745823162
5269,0886745824060
5270,0886745823100
5271,0886745824602
5272,0886745824930
5273,0886745825029
5274,0886745824824
5275,0840056901100
5276,0840056901117
5277,0748610385307
5278,0888588291467
5279,0888588291474
5280,0817866017604
5281,0610934244588
5282,0610934244519
5283,0610934244595
5284,0888560203907
5285,0810911035042
5286,0810911035059
5287,0810911035073
5288,0810911035097
5289,0810911035110
5290,0827059066234
5291,0888259809274
5292,0888392261373
5293,0888392261359
5294,0190450220841
5295,0828570417291
5296,0828570417307
5297,0828570417314
5298,0610934300598
5299,0610934300567
5300,0610934300536
5301,0610934300628
5302,0716736159171
5303,0716736159188
5304,0716736159195
5305,0716736159201
5306,0716736159119
5307,0716736159126
5308,0716736159140
5309,0716736159157
5310,0716736159027
5311,0716736159034
5312,0716736159065
5313,0716736159089
5314,0886745683407
5315,0679894058635
5316,0679894058673
5317,0679894058710
5318,8050459421866
5319,0076484742194
5320,0076484792922
5321,0822369408804
5322,0822369408811
5323,0822369408828
5324,0822369408835
5325,0822369408842
5326,0822369408859
5327,0822369408682
5328,0822369408699
5329,0822369408705
5330,0822369408712
5331,0822369408729
5332,0822369408743
5333,0822369408750
5334,0822369408767
5335,0822369408774
5336,0888401300772
5337,0628306183762
5338,7325540743211
5339,0887445149446
5340,0888392407597
5341,0888392424600
5342,4028173118878
5343,0886745611691
5344,0828570712891
5345,0828570712907
5346,0888392407627
5347,0886895366267
5348,0842852197701
5349,0842852197718
5350,0842852197695
5351,0634741779200
5352,0194114443416
5353,0194114443553
5354,0194114443669
5355,0800881503177
5356,0782922076577
5357,0782922076553
5358,0661787866274
5359,0000065146514
5360,0661787868940
5361,0661787868933
5362,0661787868957
5363,0661787868964
5364,0661787866298
5365,0661787868971
5366,0193573063623
5367,0193172078042
5368,0193573042413
5369,0193573042420
5370,0193573042437
5371,0054065646482
5372,0088989249238
5373,0691957150308
5374,0886745813439
5375,0888392333414
5376,0888392407870
5377,0661787873043
5378,0661787873098
5379,0661787873104
5380,0661787873111
5381,0661787873128
5382,0661787873135
5383,0661787873142
5384,0661787873159
5385,0661787873166
5386,0661787873173
5387,0661787873180
5388,0661787873197
5389,0661787873203
5390,0661787873227
5391,0661787873234
5392,0661787873241
5393,0661787873258
5394,0661787873265
5395,0604352043519
5396,0604352043526
5397,0604352043571
5398,0604352043588
5399,0842339138883
5400,0842339138906
5401,0821299132896
5402,0191972283390
5403,0888392171856
5404,0888392171832
5405,0700285944081
5406,0888392171825
5407,0828570494599
5408,0828570494605
5409,0828570494612
5410,3607682880592
5411,3607682880615
5412,0190543526522
5413,0190543526614
5414,0632059615722
5415,0614996141113
5416,0614996141144
5417,0614996144381
5418,0190107312165
5419,0190107312158
5420,0191972319174
5421,0191972319181
5422,0886745761518
5423,0810911033116
5424,0679370027902
5425,0679370027919
5426,0679370030643
5427,0679370030667
5428,6793700360681
5429,0888392175700
5430,0190450678451
5431,4028173766369
5432,4028173766376
5433,3607682460237
5434,3607682460251
5435,3607682460275
5436,3607682460299
5437,3607682460312
5438,0886895305808
5439,0886895305808
5440,0679370981891
5441,0679370981914
5442,0192820057743
5443,0810497021552
5444,0817318023085
5445,0886895396561
5446,0888259813783
5447,0191972163289
5448,0191972163296
5449,0191972163302
5450,0610934130249
5451,0716736099286
5452,0634741779217
5453,0191972288319
5454,0886608562429
5455,0888392256003
5456,0019962031113
5457,0661787865673
5458,0888392406880
5459,0822369401515
5460,0822369401522
5461,0822369401539
5462,0822369401416
5463,0822369401423
5464,0822369401430
5465,0822369401447
5466,0609408964480
5467,0609408964527
5468,0886895395847
5469,0609408983832
5470,0192636021709
5471,0192636021761
5472,0192636021839
5473,0721357110630
5474,3607682873747
5475,0886608448396
5476,0886608369684
5477,0031652243668
5478,0847678120513
5479,0194115233740
5480,0197115233764
5481,0194115233788
5482,0886895396707
5483,0883295206599
5484,0883295301287
5485,0716736063454
5486,0828570417215
5487,0828570417222
5488,0828570417239
5489,0822369414546
5490,0716736185910
5491,0888392406873
5492,7640178033566
5493,0828570486440
5494,0828570486457
5495,0828570486464
5496,0886608833437
5497,0886608833444
5498,0886608833451
5499,0691957718362
5500,0889143822355
5501,0886745813705
5502,0886745815259
5503,0886745815198
5504,0728795060893
5505,0728795061425
5506,0716736185965
5507,0193172078202
5508,0193172078196
5509,0888392406033
5510,0886608575689
5511,0886608575702
5512,0886608575719
5513,0886608575726
5514,0716736249193
5515,0886608633389
5516,0886608633396
5517,0886608633402
5518,0610934245127
5519,0610934282764
5520,0888560203945
5521,0886608330257
5522,0886608330271
5523,0886608330288
5524,0190450221053
5525,0842852168022
5526,0610934095715
5527,0661787866205
5528,0661787869268
5529,0661787869275
5530,0661787869305
5531,0661787869312
5532,0888392390370
5533,0840056905740
5534,0840056905757
5535,0886608910411
5536,0886608910428
5537,0886608910435
5538,0886608910534
5539,0886608910541
5540,0886608910558
5541,0194116207009
5542,0194116207306
5543,0194119204696
5544,0821299027680
5545,0889262795738
5546,0889262795745
5547,0889262795752
5548,0889262795776
5549,0889262795783
5550,0889262795790
5551,7613186050665
5552,0886608832072
5553,0886608832089
5554,0886608832096
5555,0886895311854
5556,0610934318333
5557,0191274574226
5558,0661787868377
5559,0661787868384
5560,0661787865888
5561,0661787865857
5562,0661787865895
5563,0661787868391
5564,0661787868407
5565,0661787868414
5566,0661787868421
5567,0661787868438
5568,0661787868445
5569,0728795061401
5570,4028173778317
5571,4028173778324
5572,4028173778331
5573,0887445149545
5574,0887445149552
5575,0887445149569
5576,0887445149576
5577,0886745771401
5578,0842852198364
5579,0842852198371
5580,0610934226317
5581,0808216375543
5582,0887445120926
5583,0887445120933
5584,0887445120940
5585,0887445119227
5586,0887445120919
5587,0886608904656
5588,0190450635430
5589,0190450635423
5590,0190450635454
5591,0748610383051
5592,0748610383044
5593,0610934059212
5594,0610934059243
5595,9329295482683
5596,4028173763900
5597,4028173763917
5598,0661787868759
5599,0661787868766
5600,0661787876587
5601,0661787868810
5602,0661787876518
5603,0661787876617
5604,0190450639117
5605,0190450639094
5606,0190450639087
5607,0190450639070
5608,0190450639100
5609,0054065696616
5610,0715757549572
5611,0616438751942
5612,0616438755179
5613,0616438755193
5614,0616438755148
5615,0616438755148
5616,0765857243221
5617,0691501000417
5618,0661787868889
5619,0661787868896
5620,0661787866267
5621,0817866019530
5622,0817866019523
5623,0817866016003
5624,0817866015891
5625,0817866015914
5626,0658100923325
5627,0768686229060
5628,0610934094381
5629,0610934316605
5630,0610934316599
5631,0886608810032
5632,0886608810049
5633,0886608810056
5634,0659641725577
5635,0090897007718
5636,0715757413866
5637,0614996757154
5638,0614996140819
5639,0614996140840
5640,0614996140871
5641,0614996140901
5642,0634741754436
5643,0634741754474
5644,0888392407634
5645,0022099746690
5646,0610934283259
5647,0610934243796
5648,0610934237412
5649,0610934237436
5650,0842357135048
5651,0716736159409
5652,0716736159393
5653,0716736159362
5654,0716736159430
5655,0716736159423
5656,0716736159416
5657,0886608904823
5658,0193145273658
5659,0193145273672
5660,0193145273689
5661,0193145273696
5662,0193145273702
5663,0193145273719
5664,0193145273726
5665,0193145273733
5666,0889623013327
5667,0889623013341
5668,0889623013372
5669,0889623013624
5670,0889623013648
5671,0715757405687
5672,0821301225905
5673,0821301225912
5674,0821301225929
5675,0715757451042
5676,0716736197876
5677,0610934315417
5678,0610934315431
5679,0610934315479
5680,0661787865567
5681,0716736148458
5682,0716736148465
5683,0729998366805
5684,0729998366782
5685,0715757555177
5686,0888259813943
5687,0888259813950
5688,0888259853109
5689,0817866019264
5690,0661787865451
5691,0817866019288
5692,0661787868131
5693,0661787868148
5694,0661787868223
5695,0661787865529
5696,0817866010339
5697,0886608331223
5698,0886608331230
5699,0886608331254
5700,0764824018411
5701,0715757405632
5702,3607682192145
5703,3607682192183
5704,0886608934554
5705,0886608934578
5706,7640178034495
5707,0810497022764
5708,0828570633134
5709,0828570633141
5710,0828570633158
5711,0886745728856
5712,0842339129584
5713,0842339129607
5714,0768686250873
5715,0768686250880
5716,0716736248998
5717,0888560041103
5718,0888560041110
5719,0889262419276
5720,0088989198697
5721,0088989199687
5722,0088989198529
5723,0088989198567
5724,0716736170084
5725,0715757566562
5726,0842852196209
5727,0616438757814
5728,0616438751935
5729,0616438757845
5730,0616438757869
5731,0821299027536
5732,0808216580343
5733,7640178036420
5734,7640178036680
5735,7640178036703
5736,7640178036666
5737,7640178036642
5738,7640178036543
5739,0648478777217
5740,0610934277661
5741,0610934277609
5742,0610934277647
5743,4028173771073
5744,4028173771080
5745,4028173771097
5746,4028173771103
5747,4028173734894
5748,4028173734900
5749,4028173734917
5750,4028173734924
5751,4028173734887
5752,4028173734863
5753,0780392037869
5754,0716736157719
5755,0716736157702
5756,0889262214567
5757,3607682873150
5758,3607682873174
5759,0748610353948
5760,0889049951890
5761,0889049951883
5762,0889049951913
5763,0194502250756
5764,0190450687194
5765,0190450687187
5766,0190450696417
5767,0190450696424
5768,0190450696387
5769,0888392411433
5770,0882800872359
5771,0086301270045
5772,0088989226024
5773,0805538639520
5774,0840056905689
5775,0715757482534
5776,0192499029775
5777,0192499029782
5778,0192499029799
5779,0716736156835
5780,0716736156842
5781,0716736156859
5782,0716736156774
5783,0716736156781
5784,0716736156675
5785,0716736156682
5786,0716736156743
5787,4250423603807
5788,4250423603791
5789,4250423603784
5790,0889623367437
5791,0888341554204
5792,0887445154280
5793,0886745763130
5794,0886745762478
5795,0716736169514
5796,0716736169521
5797,0716736169538
5798,0886745826026
5799,0886745827603
5800,0886745825623
5801,0886745826910
5802,0886745828068
5803,0886745827771
5804,0886745826668
5805,0886745827160
5806,0886745826514
5807,0886745827689
5808,0886745825517
5809,0886745825401
5810,0886745826538
5811,0886745827740
5812,0886745827320
5813,0886745827610
5814,0886745826521
5815,0886745827115
5816,0886745826484
5817,0715757503031
5818,0886745837626
5819,0886745837725
5820,0886888505161
5821,0886888505208
5822,0842852187931
5823,0842852178106
5824,0828570700133
5825,0828570700140
5826,0828570700157
5827,0888392279644
5828,0610934226096
5829,7640178037656
5830,7640178037793
5831,0192824332303
5832,0192824332488
5833,0192824332648
5834,0715757485542
5835,3607682247500
5836,0821299027758
5837,0022099745174
5838,0817866011626
5839,0610934313666
5840,0610934313703
5841,0610934313659
5842,0610934313680
5843,0610934313697
5844,0610934313673
5845,0886745815112
5846,0886745814795
5847,0821301198575
5848,0821301198551
5849,0772259472241
5850,0772259472326
5851,0772259472288
5852,0772259472463
5853,0772259472517
5854,0772259472579
5855,0772259472616
5856,0821299027703
5857,0881862640135
5858,0616438774149
5859,0841227110567
5860,0841227110611
5861,0190450223057
5862,0840021208227
5863,0716736105444
5864,0610934976960
5865,0610934976946
5866,0610934976953
5867,0840056904835
5868,0715757413811
5869,0715757405533
5870,0720074014627
5871,0720074014672
5872,0720074014726
5873,0720074014771
5874,0720074014825
5875,0889169308536
5876,0889169308550
5877,0054065687591
5878,4028173748204
5879,4028173748211
5880,4028173748228
5881,4028173748235
5882,4028173748242
5883,4028173748143
5884,4028173748167
5885,4028173748174
5886,4028173748068
5887,4028173748075
5888,4028173748082
5889,4028173748099
5890,4028173748105
5891,0659641690677
5892,0659641690639
5893,0659641690608
5894,0659641690585
5895,0659641690561
5896,0886608650171
5897,0886608650188
5898,0886608650195
5899,0828570713348
5900,0886745824206
5901,4028173120673
5902,0659641882683
5903,0659641882676
5904,0772204430814
5905,0772204431118
5906,0772204431361
5907,0772204431514
5908,0772204431668
5909,0772204431811
5910,0772204431972
5911,0772204432139
5912,0800881501142
5913,0800881501159
5914,0800881501166
5915,0887445095545
5916,0887445095583
5917,0191972289910
5918,0194115244746
5919,0194115244784
5920,0194115244814
5921,0192636031821
5922,0192636031838
5923,0190450576948
5924,0886608790334
5925,0886608790341
5926,0886608790358
5927,0886888753753
5928,0076484172236
5929,0886745828709
5930,0886745828150
5931,0842852148994
5932,0842852177390
5933,0054065686822
5934,0716736170053
5935,0886608590262
5936,0886608590316
5937,0716736185422
5938,0817318023740
5939,0817318023757
5940,0810497022597
5941,0076484775130
5942,3607682459798
5943,3607682459811
5944,3607682459835
5945,0808216843936
5946,0883412165532
5947,0883412165938
5948,0883412165945
5949,0883412165952
5950,0883412165969
5951,0883412165976
5952,0883412165983
5953,0191972297052
5954,0191972318481
5955,0715757482572
5956,0889645657318
5957,0699248000448
5958,0699248000318
5959,0699248000462
5960,0699248000677
5961,0699248000240
5962,0699248000004
5963,0699248000196
5964,0699248002923
5965,0699248000424
5966,0699248003241
5967,0699248002985
5968,0699248000493
5969,0699248000134
5970,0699248002930
5971,0699248002954
5972,0699248002961
5973,0699248000486
5974,0699248003173
5975,0699248003203
5976,0699248000479
5977,0699248003180
5978,0699248002992
5979,0699248000301
5980,0699248003197
5981,0699248001247
5982,0699248002978
5983,0699248000165
5984,0699248002947
5985,0821301093900
5986,0821301093917
5987,0821301093924
5988,0888259810324
5989,0888259810331
5990,0888259810348
5991,0888259810355
5992,9329295482706
5993,0828570492533
5994,0828570492540
5995,0828570492557
5996,0679370039547
5997,0679370039554
5998,0679370039561
5999,0828570475956
6000,0828570326470
6001,0828570326487
6002,0828570326494
6003,0828570326500
6004,0190450220537
6005,0076484174360
6006,0076484174346
6007,0884726813317
6008,0886895394659
6009,0190450328967
6010,0840056900233
6011,0840056900240
6012,0888413367350
6013,0888413367367
6014,0888413367374
6015,0888413367381
6016,0054065711524
6017,0886608871873
6018,0886608871880
6019,0886608871897
6020,0886608871903
6021,0816782015961
6022,0816782015947
6023,0716736168777
6024,0716736249315
6025,0842852196919
6026,0190694068742
6027,0190694068728
6028,0190694068735
6029,0191972168758
6030,0191972168765
6031,0191972168772
6032,0191972166563
6033,0191972166570
6034,0842852165595
6035,0610934095852
6036,0888259821726
6037,0888259821733
6038,0888259821740
6039,0888259821757
6040,0888560002760
6041,0888560002784
6042,0889049946667
6043,0889049946667
6044,0888392407832
6045,0883295301775
6046,0886608971221
6047,0886608971238
6048,0886608971245
6049,0886895396769
6050,0887445144861
6051,0887445149361
6052,0887445149378
6053,0887445149385
6054,0887445149392
6055,0006969000099
6056,0828570339661
6057,0828570339678
6058,0828570339685
6059,0828570339692
6060,0054065686051
6061,0190450221121
6062,0190450221138
6063,0609408946547
6064,0609408946554
6065,0609408986840
6066,0886608686620
6067,0192360425613
6068,0192360426368
6069,0192360425989
6070,0192360427129
6071,0192360428645
6072,0192824069100
6073,0192824069315
6074,0192824069766
6075,0192824069940
6076,0192824070052
6077,0661787869114
6078,0661787869107
6079,0716736185927
6080,0888392109002
6081,0888392109262
6082,0765857243245
6083,0828570703622
6084,0828570703639
6085,0828570703646
6086,0193573040150
6087,0193573040167
6088,0193573040174
6089,0765857242064
6090,0842852187955
6091,0888259813165
6092,0888259780467
6093,0888259813202
6094,0632059952360
6095,0889049435901
6096,0889049435802
6097,0889049435871
6098,0889049435864
6099,0828570637408
6100,0828570637415
6101,0828570637422
6102,0828570695514
6103,0828570695521
6104,0828570695538
6105,9329295447675
6106,0828570712426
6107,0828570712433
6108,0748610373397
6109,0828570748951
6110,0828570748968
6111,0828570748975
6112,0727602429267
6113,0727602259383
6114,8719638715201
6115,0076484173219
6116,0886608643784
6117,0886608643791
6118,9329295283105
6119,9329295372939
6120,0886745813583
6121,0889169839429
6122,0889169839436
6123,0785562467262
6124,0889169174612
6125,0887445123873
6126,0887445176442
6127,0643388268930
6128,0643388268947
6129,0643388268954
6130,0886745824299
6131,0886745822165
6132,0886745852773
6133,0886745821953
6134,0886745825043
6135,0886608671176
6136,3607682192282
6137,3607682192305
6138,3607682192329
6139,3607682869795
6140,3607682869818
6141,3607682869832
6142,0088989374077
6143,0192825042676
6144,0192825042911
6145,0192825043130
6146,0888259855004
6147,0888259813875
6148,0888259813882
6149,0191972272264
6150,0191972272271
6151,0191972272288
6152,0191972272257
6153,0810497022474
6154,0810911348548
6155,0810497022498
6156,0810911034861
6157,0810497026328
6158,0810911034908
6159,0889049894159
6160,0886895304917
6161,0764824018626
6162,0190472137158
6163,0068660816263
6164,0888392276513
6165,0828570703684
6166,0828570703691
6167,0828570703707
6168,0715757413781
6169,0190849886023
6170,0888392407528
6171,0888392447234
6172,0888392407511
6173,0888392407504
6174,0764824015540
6175,0659641882706
6176,0659641922679
6177,0659641882744
6178,0193172078318
6179,0659641882713
6180,0193172040155
6181,0659641922662
6182,0065964188272
6183,0054065671460
6184,0190450220612
6185,0190450220629
6186,0661787871292
6187,0661787871308
6188,0661787871322
6189,0661787871339
6190,0661787871346
6191,0661787871353
6192,0887445148920
6193,0887445148937
6194,0887445148944
6195,0887445148951
6196,0887445149125
6197,4028173718160
6198,4028173735006
6199,4028173735020
6200,4028173735044
6201,0888392333384
6202,0190108475401
6203,0190108475418
6204,0190108484755
6205,0190108484762
6206,7325540740463
6207,0603731974086
6208,0888392425782
6209,0716736063324
6210,0888392407573
6211,0888392407559
6212,0888392407566
6213,0888392407542
6214,0857664008060
6215,0634741779248
6216,0886608372080
6217,0691957009958
6218,0609408854064
6219,0886745761129
6220,0886745761310
6221,0886745761884
6222,0886745761730
6223,0022099746706
6224,0193128091071
6225,0193128091088
6226,0193128091095
6227,0190450220704
6228,0190450220711
6229,0886895395137
6230,0886895395106
6231,0886608686347
6232,0886608917212
6233,0193573055529
6234,0193573055536
6235,0193573055543
6236,0889623535669
6237,0889623535676
6238,0889623535683
6239,0886608785958
6240,0886608785965
6241,0886608785972
6242,0800881503191
6243,0889623312932
6244,0022099745112
6245,0609408990892
6246,0609408990908
6247,0609408991028
6248,0609408991035
6249,0609408991097
6250,0609408991080
6251,0888392406064
6252,0886895293075
6253,0715757482640
6254,0661787871285
6255,0889169307942
6256,0889169307959
6257,0886608448662
6258,0886608448716
6259,0843557126782
6260,0843557126799
6261,0843557126805
6262,0765019459362
6263,0765019459364
6264,0888341470603
6265,0888341470610
6266,4250423603821
6267,0191972316029
6268,0190450678734
6269,0842852152434
6270,0842852189676
6271,0842852198425
6272,0191475910021
6273,0191475909827
6274,0191475910144
6275,0643388187859
6276,0190450678765
6277,0190450576993
6278,0889262805666
6279,0889262805697
6280,0889262805277
6281,0889262805307
6282,0889262805338
6283,0889262805390
6284,0889262805635
6285,0889262805369
6286,0886608813996
6287,0886608814016
6288,0886608814030
6289,0886608814047
6290,0022099745891
6291,0610934317749
6292,0610934317756
6293,0610934317763
6294,0888392409379
6295,0888392335432
6296,0888392335425
6297,0889623224877
6298,0889645516493
6299,0889645516516
6300,0889645516523
6301,0889645516530
6302,0889645516547
6303,0889645516554
6304,0889645516561
6305,0192825015663
6306,0659641887794
6307,0085955146836
6308,0888259854427
6309,0842852178571
6310,0842852178557
6311,0886888754019
6312,0190645537167
6313,0190645537211
6314,0889589640971
6315,0889589641022
6316,0889589641138
6317,0889589641350
6318,0193172078226
6319,0748610302625
6320,0748610302618
6321,0748610302601
6322,0748610302595
6323,0190450576795
6324,0190450576788
6325,0886608947288
6326,0886608947295
6327,0886608947301
