,UPC
1664,0604352017640
1665,0604352017664
1666,0604352017671
1667,0716736149455
1668,0716736207490
1669,0192499030917
1670,0001232000073
1671,0888392403872
1672,0193573064163
1673,0193573064170
1674,0193573064187
1675,0888392411747
1676,0628306183359
1677,0628306183373
1678,0610934932492
1679,0610934932508
1680,0610934932515
1681,0886745771975
1682,0842852172326
1683,0828570626099
1684,0828570626105
1685,0828570626112
1686,0888560086555
1687,0888560086562
1688,0886608629061
1689,0886608629078
1690,3662481034973
1691,0888392407610
1692,0720074024886
1693,0720074024909
1694,0720074024916
1695,0766182011288
1696,0648335860236
1697,0608145559669
1698,0608145559676
1699,0608145559683
1700,0608145559690
1701,0608145559706
1702,0608145559713
1703,0608145559720
1704,0608145559737
1705,0886745778967
1706,0842852197947
1707,0842852188891
1708,0888392326843
1709,0888392424624
1710,0609408946493
1711,0609408986789
1712,0715752712049
1713,0883418392758
1714,0883418392802
1715,0883418394301
1716,0883418398200
1717,0883418398705
1718,0192820075754
1719,0192820057705
1720,0190450071313
1721,0789611210021
1722,0748610379924
1723,7640178038264
1724,0190450221008
1725,0076484174131
1726,0076484192159
1727,0715757482701
1728,0603403018346
1729,0889645782416
1730,0889645782355
1731,0888341468792
1732,0888341468815
1733,0715757544782
1734,0715757544751
1735,0716736156903
1736,0828570415761
1737,0828570415778
1738,0828570415785
1739,0886608846819
1740,0886608326106
1741,0886608326120
1742,0716736104775
1743,0888392338570
1744,0716736147772
1745,0888560208223
1746,0000000000468
1747,0889623550839
1748,0889623550846
1749,0889623550853
1750,0610934314618
1751,0610934314601
1752,0610934314649
1753,0610934314625
1754,0806810983577
1755,0828570414757
1756,0828570414764
1757,0828570414771
1758,4250423601650
1759,4250423601643
1760,0716736148014
1761,0703861002663
1762,0191972174124
1763,0191972174131
1764,0191972174148
1765,0191972174155
1766,0190450696288
1767,0886895292863
1768,0192820133713
1769,0768686060014
1770,0191972169212
1771,0191972169229
1772,0191972169236
1773,0191972192272
1774,0191972192296
1775,0889623537342
1776,0889623537359
1777,0889623537366
1778,0886745758617
1779,0727602279510
1780,0727602279527
1781,0727602279534
1782,0727602279503
1783,0688296359202
1784,0609408965463
1785,0609408986574
1786,0888392406866
1787,0842852197336
1788,0842852197350
1789,0842852197343
1790,0648478785113
1791,0889143822416
1792,0748610381040
1793,0888259818405
1794,0886895398466
1795,0764824019739
1796,0022099745709
1797,0648478784765
1798,7640178037991
1799,3661267098697
1800,0889645957135
1801,0889645957142
1802,0889645957159
1803,0889645957166
1804,0889645957173
1805,0889645957180
1806,0886608686545
1807,0886608847311
1808,9120028584526
1809,0886895305600
1810,0716736143064
1811,0190852056451
1812,0886608562160
1813,0886608562184
1814,0886895395113
1815,0687040017740
1816,0687040017733
1817,0687040017726
1818,0190450221046
1819,0192499003300
1820,0192499003317
1821,0192499003331
1822,0192499003348
1823,0192499003355
1824,0192499003362
1825,0192499003379
1826,0192499003386
1827,0817866017628
1828,0888259855677
1829,0888259855691
1830,0888259855684
1831,0190450574777
1832,0190450574791
1833,0887850978181
1834,0887850978242
1835,0748610383068
1836,0768686238611
1837,0768686218804
1838,0768686218811
1839,0768686218781
1840,0810911034632
1841,0190450575934
1842,0190450575910
1843,3607682433705
1844,3607682433729
1845,0889623170563
1846,0715757452704
1847,4028173817931
1848,4028173817955
1849,4028173817962
1850,0888392279958
1851,0716736185699
1852,0190450696509
1853,0659641916852
1854,0193172080786
1855,0193172168026
1856,0659641916821
1857,0193172080755
1858,0193172080779
1859,0659641916838
1860,0888392334251
1861,0888392334299
1862,0888392447265
1863,0888392334282
1864,0888392334275
1865,0715757413859
1866,0821301182079
1867,0821301182086
1868,0821301182093
1869,0828570413224
1870,0828570413231
1871,0828570413248
1872,0715757451127
1873,0842852194748
1874,0842852194762
1875,0842852194755
1876,0816235025509
1877,0816235025516
1878,0816235025523
1879,0193172039036
1880,0888392180759
1881,0886608774150
1882,0886608774167
1883,0886608774211
1884,0886608774228
1885,0886608774235
1886,0748610330857
1887,0716736185354
1888,0886608389415
1889,0886608389439
1890,0886608499152
1891,3607682875772
1892,3607682875796
1893,3607682875819
1894,0768686238703
1895,0768686238710
1896,0768686219085
1897,0768686219092
1898,0768686219108
1899,0768686219184
1900,0768686219122
1901,0768686219139
1902,0768686219153
1903,0768686219160
1904,0768686219245
1905,0886745609629
1906,0054065692809
1907,3607682865674
1908,3607682865599
1909,3607682865612
1910,3607682865636
1911,3607682865650
1912,0748610129659
1913,0888392374653
1914,0648478791282
1915,0842339145041
1916,0842339140084
1917,0842339140077
1918,0842339140060
1919,0889262707526
1920,0889262707557
1921,0889262707076
1922,0889262707106
1923,0889262707137
1924,0889262707168
1925,0889262707199
1926,0840056900646
1927,0840056900653
1928,0840056900660
1929,0840056900677
1930,7640170249378
1931,0883295307753
1932,0883295307777
1933,0883295307760
1934,0192820057682
1935,0768686060007
1936,0819835018018
1937,0715757576783
1938,0715757576790
1939,0190450678826
1940,0027906677327
1941,0192825082122
1942,0659641989603
1943,0886745822493
1944,0659641634831
1945,0659641855649
1946,0659641802384
1947,0659641855663
1948,0659641802391
1949,0193172348350
1950,0659641672451
1951,0659641672468
1952,0659641855656
1953,0191972281945
1954,0715757553012
1955,0715757553029
1956,0888392011336
1957,0888392171726
1958,0888392447210
1959,0888392102799
1960,0888392149718
1961,0769557620351
1962,0822369217673
1963,0822369217703
1964,0805538656978
1965,0659641977082
1966,0886745780434
1967,0888392405739
1968,0805538650532
1969,0628306314692
1970,0886608542247
1971,0886608542261
1972,0716736197883
1973,0886745901341
1974,0886745901365
1975,0886745901495
1976,0886745901327
1977,0886745901501
1978,0886895365956
1979,0716736148397
1980,0842852198128
1981,0842852198104
1982,0810007330563
1983,0810007330488
1984,0810007330549
1985,0810007330501
1986,0886895395885
1987,0659641923485
1988,0729998358947
1989,0886744651087
1990,0022099746461
1991,0190450242614
1992,0810007331089
1993,0810007331058
1994,0810007331041
1995,0810007331072
1996,0190450577044
1997,0190450577075
1998,0190450577068
1999,0190450577051
2000,0828570720223
2001,0828570720247
2002,0886608318163
2003,0886608318187
2004,0886608318194
2005,0886608318200
2006,0886608318217
2007,0706420602953
2008,0706420602960
2009,0661787869060
2010,0661787866427
2011,0661787866434
2012,0817866015860
2013,0661787869091
2014,0661787866403
2015,0661787876747
2016,0764824012556
2017,0088989301226
2018,0886608373216
2019,0800881501340
2020,0800881501357
2021,0800881501364
2022,0887850832094
2023,0889645167596
2024,0764824019838
2025,0889049896641
2026,0889049896634
2027,0190450685251
2028,0886745611684
2029,0610934314212
2030,0610934314311
2031,0610934314267
2032,0610934314281
2033,0061934314229
2034,0009101574229
2035,0810497026915
2036,0886745596011
2037,0886745596028
2038,0192828496681
2039,0192828497305
2040,0888392405968
2041,0887229781848
2042,0764824018374
2043,0886895395830
2044,0031652241510
2045,0648478791237
2046,0192824330057
2047,0192824330965
2048,0842852196155
2049,0634741779224
2050,0190450651478
2051,0190450651461
2052,0190450651492
2053,0643388211738
2054,0643388211752
2055,0090897099737
2056,0090897268218
2057,0090897268317
2058,0090897270556
2059,0090897110913
2060,0090897110920
2061,0090897110937
2062,0090897116076
2063,0090897116083
2064,0090897116090
2065,0090897116113
2066,0090897116120
2067,0090897116137
2068,0090897103212
2069,0090897103229
2070,0090897103236
2071,0610934317237
2072,0610934317251
2073,0610934317244
2074,0610934317275
2075,0888392086167
2076,0888392280046
2077,0785562613980
2078,0785562613997
2079,0886608661955
2080,0886608661979
2081,0886608661993
2082,0886608662006
2083,0886608662013
2084,0716736149691
2085,0716736149684
2086,0716736161426
2087,0716736149660
2088,9329295465785
2089,0883295300907
2090,0883295300914
2091,0883295305902
2092,0192820057842
2093,0054065430135
2094,0008466143408
2095,0008466143415
2096,0886608904922
2097,0886608904946
2098,0768686144776
2099,0190450678840
2100,0191479852280
2101,0842339129577
2102,0610934207156
2103,0610934207217
2104,0610934207125
2105,0610934207170
2106,0610934207149
2107,0889623162889
2108,0889623162896
2109,9329295372878
2110,0190450246797
2111,0190450246803
2112,0088688506595
2113,0886888506595
2114,0888392405944
2115,0661787869138
2116,0661787869152
2117,0661787869169
2118,0661787869183
2119,0054065644099
2120,0886895304382
2121,0883295305544
2122,0883295305551
2123,0828570498870
2124,0828570498887
2125,0828570498894
2126,0715757451103
2127,0716736148373
2128,3607681085028
2129,3607681084991
2130,0085955159362
2131,0085955159386
2132,0886608466390
2133,0886608466444
2134,0192361452106
2135,0192361451864
2136,0192361451628
2137,0192361452052
2138,0192361451574
2139,0800881503375
2140,0883121981201
2141,9329295463569
2142,0648478791152
2143,0610934218930
2144,0088989354710
2145,0088989354703
2146,0088989354185
2147,0716736149608
2148,0843557125167
2149,0193172078288
2150,0193172078271
2151,0193172078264
2152,7640178036932
2153,0805538650488
2154,0888401300604
2155,0888401300611
2156,9120028584830
2157,0886608618720
2158,0886608521228
2159,0886608568841
2160,0886608568865
2161,0886608568889
2162,0886608568896
2163,0190450629019
2164,3607682479673
2165,3607682479680
2166,3607682479697
2167,0013964613391
2168,0715757566517
2169,0886745826903
2170,0886745826798
2171,0886745827238
2172,0886745827276
2173,0643388187842
2174,0886895355117
2175,0019962632211
2176,0616438771070
2177,0616438771087
2178,0616438771094
2179,0616438771100
2180,0054065674348
2181,0191930793923
2182,0191930793961
2183,0192636032064
2184,0192636032071
2185,0192636032088
2186,0191972163784
2187,0191972199110
2188,0764824018343
2189,0842852196056
2190,0679370537005
2191,0679370537012
2192,0679370537029
2193,0828570527112
2194,0828570527129
2195,7332522669131
2196,0764824018480
2197,0715757525170
2198,0821299028144
2199,0888392294869
2200,0886608590804
2201,0886608590828
2202,0772259111171
2203,0847223039260
2204,0847223039352
2205,0610934095876
2206,0610934316810
2207,0610934316766
2208,0610934183542
2209,0191165110281
2210,0190450574692
2211,0190450574647
2212,0190450574708
2213,0190450574630
2214,0886895394666
2215,0808216462717
2216,0808216462724
2217,0808216462731
2218,0716736141114
2219,0810911035134
2220,0716736147857
2221,0715757485573
2222,0886608791300
2223,0886608791317
2224,0648478791329
2225,7325540985482
2226,0888560208902
2227,0193172128235
2228,0888392280053
2229,0888259822709
2230,0076484742132
2231,9329295404302
2232,7325540914208
2233,7325540914192
2234,7325549998933
2235,7325549998858
2236,7325540913782
2237,7325540913775
2238,7325540913768
2239,7325540914086
2240,7325540914079
2241,7325540914062
2242,7325549998766
2243,7325549998759
2244,7325540913843
2245,7325540913836
2246,7325540913829
2247,7325540913850
2248,7325540913874
2249,0659641951112
2250,0887445184652
2251,0887445184669
2252,0887445184676
2253,0887445184683
2254,0888392376985
2255,0609408985911
2256,0659641122055
2257,0190450644449
2258,0190450644432
2259,0190450644425
2260,0817866010872
2261,0817866010858
2262,0817866013408
2263,0817866013385
2264,0817866010704
2265,0817866019363
2266,0817866010834
2267,0817866010711
2268,0817866010735
2269,0886608657484
2270,0886608657590
2271,0886608657705
2272,0886608657712
2273,0190450225891
2274,0190450225884
2275,0194115240342
2276,0194155240366
2277,0194115240380
2278,0616438751201
2279,0889143830053
2280,0022099745211
2281,0887445119838
2282,0887445120803
2283,0887445120810
2284,0190450220902
2285,0610934080384
2286,0610934080346
2287,0610934080421
2288,0610934298468
2289,0085955127347
2290,0610934157000
2291,0817866013590
2292,0817866013644
2293,0817866013668
2294,0817866013675
2295,0817866013637
2296,0817866013613
2297,0817866013620
2298,0817866013705
2299,0817866013699
2300,0817866013651
2301,0817866013682
2302,0817866013606
2303,0648478778276
2304,0889667568746
2305,0889645907833
2306,0889645907840
2307,0889645907857
2308,0889645907864
2309,0889645907888
2310,0192499128133
2311,0192499128157
2312,0192501970460
2313,0192501970477
2314,0192499128195
2315,0192499128218
2316,0679894050363
2317,0679894050387
2318,0679894050400
2319,0715757490744
2320,0715757490737
2321,0715757490720
2322,0715757490751
2323,0715757490829
2324,0715757490812
2325,0715757490805
2326,0715757490799
2327,0080694987412
2328,0080694987429
2329,0886608390299
2330,0883121980990
2331,0888392405678
2332,0691957716993
2333,0691957717006
2334,4028173761449
2335,4028173761616
2336,7640178034877
2337,0768686138843
2338,0768686138881
2339,0768686138904
2340,0768686220395
2341,0768686220418
2342,9329295354560
2343,0886608317265
2344,0886608317319
2345,0888341559681
2346,0888341559704
2347,0888341559728
2348,0888341559742
2349,0840056901209
2350,0840056901216
2351,7640178037434
2352,7640178037465
2353,7640178037489
2354,7640178037496
2355,7640178037502
2356,0192824423223
2357,0192824423346
2358,0192824423490
2359,0192824423582
2360,0190450252248
2361,0888392410139
2362,0737826022533
2363,0800881501463
2364,0828570494452
2365,0828570494469
2366,0828570494476
2367,0768686228759
2368,0190107317252
2369,7640183588662
2370,7640183588686
2371,7640183588709
2372,0888259762753
2373,0190645435494
2374,0190645435395
2375,0716736185262
2376,0715757482695
2377,9329295326536
2378,3178771362546
2379,3607681038857
2380,3607681038864
2381,3607681213728
2382,0610934246292
2383,0608145564588
2384,0608145564601
2385,0608145564618
2386,0608145564625
2387,0608145564632
2388,0608145564649
2389,0608145564663
2390,0608145564670
2391,0670541877999
2392,0190450252491
2393,0679370326302
2394,0679370326197
2395,0679370326326
2396,0679370326333
2397,0679370326296
2398,0085955151090
2399,0715757512750
2400,0768686238543
2401,0768686238550
2402,0768686238581
2403,0887445147565
2404,0887445147572
2405,3607682220763
2406,3607682220770
2407,0889262823370
2408,0889262823400
2409,0889262823431
2410,0889262823462
2411,0889262823493
2412,0889262823523
2413,0889262823554
2414,0889262823288
2415,0679370131524
2416,0889143788590
2417,0193390153507
2418,0193390153941
2419,0193390155075
2420,0193390155433
2421,0193390156157
2422,0886608805205
2423,0886608805212
2424,0886608805229
2425,0886608629825
2426,0886608629832
2427,0886608629849
2428,0886608629856
2429,0748610302465
2430,3607683123377
2431,3607683123384
2432,0886745820024
2433,0610934976038
2434,0610934976069
2435,0610934976045
2436,0610934976052
2437,0700285977508
2438,0716736185743
2439,0634741768600
2440,7640178035720
2441,7640178035744
2442,0888392336637
2443,0748610383457
2444,0648478791244
2445,0192826070692
2446,0192826071019
2447,0192826071750
2448,0192826072108
2449,0192826072535
2450,0192826072887
2451,0192826073587
2452,0888392174383
2453,0889645998213
2454,0889645998220
2455,0765857242330
2456,0190450689938
2457,0193172038947
2458,0193172038961
2459,0648478791312
2460,0817318023658
2461,0810911035523
2462,0810497022382
2463,0810911035561
2464,0810497021309
2465,0729998360773
2466,0716736101927
2467,0190450574975
2468,0190450712575
2469,0190450574982
2470,0190450261783
2471,0085955126425
2472,0085955158570
2473,0085955126227
2474,0085955126203
2475,0085955126265
2476,0725239224842
2477,0725239224835
2478,0700051071607
2479,0700051071614
2480,0700051071621
2481,0022099745556
2482,0193172077960
2483,0661787868636
2484,0661787868643
2485,0190472138100
2486,0190472138117
2487,0888560086487
2488,0715757474591
2489,0715757474584
2490,0821264584248
2491,0886895396752
2492,0828570638276
2493,0828570638283
2494,0828570638290
2495,0828570638306
2496,3607682864714
2497,3607682864738
2498,3607682864752
2499,3607682864776
2500,0886745769187
2501,0716736185934
2502,0688296365678
2503,0688296365692
2504,0688296365746
2505,0688296365982
2506,0193573001854
2507,0193573001861
2508,0888392443809
2509,0886895399401
2510,0716736219141
2511,0883121981096
2512,0193172040209
2513,0193172049462
2514,0193172078325
2515,0193172040179
2516,0886895396905
2517,0768686235771
2518,0054065653244
2519,0610934945287
2520,0610934945294
2521,0610934916805
2522,0610934916751
2523,0610934916768
2524,0088989309222
2525,0886745780410
2526,0842852197084
2527,0085955149073
2528,0859551490804
2529,0859551492198
2530,0859551492266
2531,0859551492334
2532,0889645779539
2533,0889645779560
2534,0659641986022
2535,0022099746140
2536,0810911034069
2537,0810911034076
2538,0886608838456
2539,0886608838470
2540,0715757488642
2541,0715757488659
2542,0716736159676
2543,0716736159683
2544,0716736159751
2545,0716736159768
2546,0716736159690
2547,0716736159706
2548,0716736159713
2549,0716736159720
2550,0716736159744
2551,0715757488666
2552,0715757488673
2553,0659641951150
2554,0193573067638
2555,0193573067652
2556,0193573067676
2557,0193573067683
2558,0888259814032
2559,0888259814049
2560,0888259814056
2561,0193390153590
2562,0193390154016
2563,0193390154344
2564,0193390155143
2565,0193390155501
2566,0193390155884
2567,0888392407535
2568,0716736143057
2569,20020908022076
2570,0192825456077
2571,0192825455667
2572,0192825456954
2573,0192825456350
2574,0192825455827
2575,0192825457357
2576,0191931436775
2577,0191931435969
2578,0192825456756
2579,0192825456558
2580,0191931437482
2581,0192825456176
2582,0192825455742
2583,0192825457159
2584,0772259248105
2585,0192825457173
2586,0842852189737
2587,0842852198531
2588,0190852882050
2589,0190852882135
2590,9329295397758
2591,0190645391783
2592,0190645391813
2593,0190645391776
2594,0842357150447
2595,0888392410092
2596,0054065466783
2597,0799562882505
2598,0193172077915
2599,0193172077885
2600,0193172077922
2601,0886895302555
2602,0828570740818
2603,0828570740825
2604,0828570740832
2605,0828570495916
2606,3828570495923
2607,0828570495930
2608,0732075373207
2609,0732075373214
2610,0821299027529
2611,0191972294518
2612,0810497025826
2613,0810911034700
2614,0810497025864
2615,0810497025895
2616,0643388211776
2617,0610934076141
2618,0610934157772
2619,0610934228809
2620,0610934228823
2621,0610934228793
2622,0610934228816
2623,0886745770831
2624,0800881503245
2625,0764824016219
2626,0634741811092
2627,0716736185958
2628,0889645652559
2629,0889645652566
2630,0889645652573
2631,0889645652580
2632,0889645652610
2633,0889645652627
2634,0889645652634
2635,0889645652641
2636,0715757450953
2637,0190450576597
2638,0888259854526
2639,0190450296273
2640,0190450296303
2641,0193172003549
2642,0716736147994
2643,0716736142838
2644,7332540765877
2645,0715757485535
2646,0764824011467
2647,0193128097448
2648,0193128097455
2649,0022099745860
2650,0842852189553
2651,0842852198340
2652,0842852189584
2653,0842852189577
2654,0889143469925
2655,0889143469932
2656,0889143469857
2657,0889143469864
2658,4028173191895
2659,4028173191925
2660,4028173729296
2661,0889169306648
2662,7613186780609
2663,4014701001286
2664,0610934247435
2665,0610934315257
2666,0842852196988
2667,0842852196995
2668,0842852197008
2669,0022099745617
2670,0810911034823
2671,0810497026069
2672,0810911034830
2673,0810911034847
2674,0764847929946
2675,0191972284366
2676,0191972284373
2677,0729998334675
2678,0715757573911
2679,0887278138440
2680,0715757485528
2681,0889049848978
2682,0889049848947
2683,0889049848954
2684,0840056900424
2685,0840056900431
2686,0842852100268
2687,0840056900400
2688,0840056900417
2689,0190450678833
2690,3607682870531
2691,3607682870555
2692,3607682870579
2693,3607682870494
2694,3607682870517
2695,3607682870593
2696,3607682183754
2697,3607682183778
2698,3607682183792
2699,0191930001332
2700,8719638714679
2701,8719638714662
2702,8719638714709
2703,8719638714716
2704,0716736185903
2705,0822369408545
2706,0822369408552
2707,0822369408569
2708,0822369408576
2709,0822369408583
2710,0822369408590
2711,0888392337184
2712,0889169909436
2713,0889169909443
2714,0716736185484
2715,0679370712211
2716,0609408985867
2717,0609408985874
2718,0609408985881
2719,0845028046704
2720,0888259809618
2721,0888259809625
2722,0888259809632
2723,0888259809731
2724,0888259809748
2725,0888259809755
2726,0810497025680
2727,0810497025680
2728,0810911034533
2729,0817318023283
2730,0810911034571
2731,0729998340324
2732,0729998340331
2733,0191972308901
2734,0191972308895
2735,0191972308918
2736,0031652237988
2737,0192825562891
2738,0192825563898
2739,0192825564819
2740,0192825564079
2741,0192825564932
2742,0192825564130
2743,0192825565052
2744,0192825565175
2745,0888392376992
2746,0886608920762
2747,0886608920779
2748,0886608920786
2749,0054065645409
2750,4028173792528
2751,0768686227486
2752,0700285787084
2753,0842852195752
2754,0842852195769
2755,0190541032087
2756,0769557840001
2757,0886895293310
2758,0191972304118
2759,0191972304132
2760,0191972304125
2761,0888392374660
2762,0628306187722
2763,0884500187795
2764,0884500187801
2765,0884500187818
2766,0884500187825
2767,0884500187832
2768,0884500187849
2769,0884500187856
2770,0758281170522
2771,0887445120582
2772,0805538664966
2773,0805538664959
2774,0884065962240
2775,0888392336620
2776,0764824014031
2777,0610934296648
2778,0610934296709
2779,0610934296617
2780,0808390898449
2781,0888392103994
2782,0888392174703
2783,0888392447227
2784,0888392174697
2785,0888392149732
2786,0888392142566
2787,0610934985726
2788,0886608650652
2789,0886608650669
2790,0886608650676
2791,0193390153668
2792,0193390154078
2793,0193390154399
2794,0193390154672
2795,0193390155013
2796,0193390155372
2797,0886745732228
2798,0054065613491
2799,0190450575774
2800,0190450575750
2801,0190450575897
2802,0190450575873
2803,0190450575064
2804,0190450575071
2805,0190450575057
2806,0190450575026
2807,0190450575033
2808,0190450575040
2809,0821301172728
2810,0821301172742
2811,0821301216859
2812,0821301216866
2813,0821301216873
2814,0821301216880
2815,0828570490959
2816,0828570490966
2817,0828570490973
2818,0610934216950
2819,0610934216974
2820,0887445180777
2821,0887445180821
2822,0887445180838
2823,0887445180845
2824,0887445176039
2825,0827059067521
2826,0076484792724
2827,0076484792700
2828,0076484792649
2829,9329295358070
2830,0805538611212
2831,0192824345570
2832,0192824346102
2833,0192824346584
2834,0192824346829
2835,0737045026350
2836,7640178035485
2837,7640178035515
2838,7640178035522
2839,0609408945823
2840,0887445160014
2841,0659641858343
2842,0192824023041
2843,0192824023102
2844,0192824023171
2845,0192824023225
2846,0661787869251
2847,0661787866212
2848,0661787869282
2849,0661787869299
2850,0661787869329
2851,0661787869336
2852,0887188892609
2853,0883121981089
2854,0842357151192
2855,0609408965418
2856,0609408965432
2857,0888392280022
2858,0886745832072
2859,0886745833369
2860,0886745833895
2861,0190107311885
2862,0190107311878
2863,7640178036307
2864,0190450207545
2865,0793597777669
2866,0889262755305
2867,0889262755282
2868,0889262755350
2869,0688296367757
2870,0190450576726
2871,0190450576733
2872,0190450576740
2873,0190450576757
2874,0828570622862
2875,0828570622879
2876,0828570622886
2877,0886895312912
2878,0716736185781
2879,8719638714471
2880,8719638714488
2881,0888392171733
2882,0190694007253
2883,0715757485597
2884,0821301335383
2885,0821301335406
2886,0821301335413
2887,0088989226086
2888,0715757057404
2889,0192825011894
2890,0192825012099
2891,0192825012303
2892,0190645449651
2893,0190645449736
2894,0190645449774
2895,0648478791190
2896,0889623926825
2897,0191928930156
2898,0191928930170
2899,0191928930194
2900,0648478795792
2901,0648478795808
2902,0800881503153
2903,0094899701568
2904,0883295108510
2905,0094899701575
2906,0748610313652
2907,9329295465860
2908,7640170244403
2909,0889589464850
2910,0889589465338
2911,0889589465802
2912,0842852197275
2913,0191972174636
2914,0191972174643
2915,0191972174650
2916,0191972199417
2917,0191972199424
2918,0785562257849
2919,0805538603477
2920,0821301552384
2921,0821301552391
2922,0191931455301
2923,0191931455400
2924,0191931455509
2925,0191931455370
2926,0648478791336
2927,0886608490463
2928,0076484172380
2929,0888392443984
2930,0608473726498
2931,0822369407821
2932,0822369407838
2933,0822369407845
2934,0822369407852
2935,0822369407708
2936,0822369407715
2937,0822369407722
2938,0822369407739
2939,0822369407746
2940,0610934187779
2941,0679370321130
2942,0679370321154
2943,0828570636517
2944,0828570636524
2945,0828570636531
2946,0886895397759
2947,0887188997571
2948,0192825041976
2949,0889645803678
2950,0888392409461
2951,0888392409447
2952,0888392409454
2953,0888392409430
2954,0716736185361
2955,7613186050535
2956,3607682201212
2957,0886895365994
2958,0194114442532
2959,0194114442860
2960,0194114443171
2961,0846490026287
2962,0846490021497
2963,0888259813790
2964,0886608560920
2965,0634741811375
2966,0842852190528
2967,0609408985928
2968,0609408985935
2969,0816235025882
2970,0886608375562
2971,0088989309215
2972,0886895367226
2973,0886895241311
2974,0193390158700
2975,0193390158878
2976,0193390158991
2977,0193390159103
2978,0193390159202
2979,0193390159561
2980,0634741794128
2981,0888392374691
2982,0190450683202
2983,0190450683219
2984,0190450683226
2985,0190450683233
2986,0191972319679
2987,0191972319686
2988,0191972319693
2989,0610934316513
2990,0190645450879
2991,0190645450817
2992,0748610381033
2993,0842852172524
2994,0842852180055
2995,0842852198241
2996,0842852198234
2997,0842852196216
2998,0886745780076
2999,0886745780199
3000,0886745833468
3001,0886745834045
3002,0842852197381
3003,0842852197374
3004,0793597778444
3005,0886745814139
3006,0634741811870
3007,0191201083289
3008,0191201083296
3009,0889623578444
3010,0878615035669
3011,0610934973051
3012,0610934973068
3013,0610934973075
3014,0886895396554
3015,0715757430801
3016,0054065643177
3017,0819835018179
3018,0088989602651
3019,0088989602675
3020,0748610302489
3021,0748610302496
3022,0748610302472
3023,0817866019653
3024,0817866019707
3025,0817866019721
3026,0817866019738
3027,0817866019752
3028,0817866019776
3029,0817866019783
3030,9329295257212
3031,0886745774075
3032,0886745773467
3033,0886745774044
3034,0886745773634
3035,0609408964947
3036,0609408964954
3037,0609408985522
3038,0609408985553
3039,0609408964961
3040,0609408985560
3041,0054065658485
3042,0193573272117
3043,0748610362162
3044,0748610362155
3045,0193172040865
3046,0192820057866
3047,7640183585340
3048,7640183585357
3049,0888392175502
3050,0887445147138
3051,0887445147190
3052,0889262611038
3053,0888392377159
3054,0748610381071
3055,7640175135966
3056,0610934187922
3057,0888392443823
3058,0053242316934
3059,0886895306157
3060,0886895306157
3061,0800881501388
3062,0800881501395
3063,0842852188655
3064,0842852188662
3065,0842852188648
3066,0805538655278
3067,0194115217818
3068,0194115217832
3069,0197115217856
3070,9329295435832
3071,0190450301489
3072,0816782012595
3073,0608145581004
3074,0608145581028
3075,0608145581035
3076,0608145581059
3077,0608145581066
3078,0608145581080
3079,0608145581097
3080,0608145581042
3081,0808216062818
3082,0808216062825
3083,0808216062832
3084,0808216062856
3085,0808216060111
3086,0808216060128
3087,0808216060135
3088,0808216060142
3089,0808216060159
3090,0808216064713
3091,0808216064720
3092,0808216064737
3093,0808216061019
3094,0808216061026
3095,0808216061033
3096,0808216061057
3097,0808216064317
3098,0808216064324
3099,0808216064331
3100,0808216064355
3101,0808216067011
3102,0808216067028
3103,0808216067035
3104,0808216067042
3105,0808216067059
3106,0192361520126
3107,0192361520102
3108,0054065430210
3109,3607682512875
3110,0886895355582
3111,0193172078066
3112,0828570494131
3113,0828570494148
3114,0828570494155
3115,0634741812518
3116,0190645318001
3117,0192824323783
3118,0192824324551
3119,3607682862574
3120,3607682862598
3121,3607682862611
3122,0886895396714
3123,0022099745518
3124,0736211766717
3125,0886888753982
3126,0886608902928
3127,0886608902935
3128,0886608902942
3129,0769557615067
3130,0843557128403
3131,0610934226867
3132,0610934226904
3133,0610934226843
3134,0610934226881
3135,0715757487539
3136,0715757487546
3137,0715757487553
3138,0716736156514
3139,0716736156521
3140,0716736156460
3141,0764824016172
3142,0822369411835
3143,0822369411842
3144,0822369411859
3145,0822369411866
3146,0604352018319
3147,0604352018302
3148,0604352018340
3149,0604352018333
3150,0715757405267
3151,7613186050528
3152,0610934262155
3153,0610934262216
3154,0610934262124
3155,0886895307314
3156,0821264687659
3157,0610934080148
3158,0610934080261
3159,0608473726504
3160,0887445115038
3161,0888392336651
3162,0661787866038
3163,0661787868704
3164,0661787868711
3165,0661787865970
3166,0661787868728
3167,0661787868735
3168,0191015031407
3169,0888392333773
3170,0842852196940
3171,0659641829305
3172,0828570444365
3173,0828570444372
3174,0828570444389
3175,0886118979915
3176,0886118979922
3177,0609408983825
3178,0609408983818
3179,0661787876549
3180,0887445184508
3181,0887445184546
3182,0192820057859
3183,0889645660189
3184,0889645660196
3185,0889645660202
3186,0889645660219
3187,0889645660226
3188,0022099745693
3189,0810497020487
3190,0886745849995
3191,0610934225181
3192,0610934225099
3193,0716736148434
3194,0886608499565
3195,0886608499589
3196,0822369402826
3197,0822369402833
3198,0822369402840
3199,0847678113058
3200,0840056900967
3201,0840056900974
3202,0054065601320
3203,0748610379306
3204,0748610381897
3205,7486103704260
3206,0888392410160
3207,0634741713679
3208,0886745609223
3209,0886745610052
3210,0192636038790
3211,0192636038806
3212,0192636038813
3213,0614996144688
3214,0614996142011
3215,0614996142103
3216,0748610381088
3217,7325540986588
3218,0054065662277
